['01-0001_mask.png', '186', '73', '232', '37']
['14-1848_mask.png', '181', '157', '237', '96']

['14-1849_mask.png', '181', '152', '237', '96']

['14-1850_mask.png', '181', '152', '237', '96']

['14-1851_mask.png', '181', '149', '237', '96']

['14-1852_mask.png', '186', '147', '237', '96']

['14-1853_mask.png', '190', '147', '241', '96']

['14-1854_mask.png', '190', '147', '242', '96']

['14-1855_mask.png', '192', '145', '244', '94']

['14-1856_mask.png', '192', '145', '245', '94']

['14-1857_mask.png', '196', '145', '245', '94']

['14-1858_mask.png', '196', '145', '245', '94']

['14-1859_mask.png', '198', '147', '247', '95']

['14-1860_mask.png', '198', '147', '247', '95']

['14-1861_mask.png', '202', '147', '247', '97']

['14-1862_mask.png', '202', '147', '248', '97']

['14-1863_mask.png', '206', '146', '252', '99']

['14-1864_mask.png', '207', '147', '255', '99']

['14-1865_mask.png', '210', '150', '257', '102']

['14-1866_mask.png', '212', '151', '260', '103']

['14-1867_mask.png', '214', '151', '262', '103']

['14-1868_mask.png', '216', '151', '264', '103']

['14-1869_mask.png', '217', '149', '265', '102']

['14-1870_mask.png', '219', '150', '267', '102']

['14-1871_mask.png', '225', '145', '271', '99']

['14-1872_mask.png', '231', '138', '275', '95']

['14-1873_mask.png', '237', '132', '281', '88']

['14-1874_mask.png', '242', '125', '286', '82']

['14-1875_mask.png', '246', '118', '287', '78']

['14-1876_mask.png', '251', '113', '286', '74']

['14-1877_mask.png', '251', '108', '287', '72']

['14-1878_mask.png', '253', '105', '289', '68']

['14-1879_mask.png', '255', '102', '291', '65']

['14-1880_mask.png', '253', '99', '289', '62']

['14-1881_mask.png', '253', '93', '288', '60']

['14-1882_mask.png', '253', '90', '287', '59']

['14-1883_mask.png', '253', '90', '287', '56']

['14-1884_mask.png', '253', '87', '287', '53']

['14-1885_mask.png', '252', '84', '286', '50']

['14-1886_mask.png', '250', '83', '283', '49']

['14-1887_mask.png', '248', '81', '281', '47']

['14-1888_mask.png', '246', '79', '279', '44']

['14-1889_mask.png', '243', '79', '276', '45']

['14-1890_mask.png', '239', '76', '272', '41']

['14-1891_mask.png', '235', '73', '268', '39']

['14-1892_mask.png', '231', '71', '264', '36']

['14-1893_mask.png', '227', '70', '260', '35']

['14-1894_mask.png', '224', '68', '257', '33']

['14-1895_mask.png', '220', '66', '253', '32']

['14-1896_mask.png', '215', '65', '248', '31']

['14-1897_mask.png', '210', '68', '248', '31']

['14-1898_mask.png', '205', '68', '243', '30']

['14-1899_mask.png', '199', '67', '237', '29']

['14-1900_mask.png', '194', '68', '233', '30']

['14-1901_mask.png', '192', '71', '230', '34']

['14-1902_mask.png', '188', '72', '226', '35']

['14-1903_mask.png', '181', '74', '221', '35']

['14-1904_mask.png', '177', '77', '217', '37']

['14-1905_mask.png', '175', '78', '216', '38']

['14-1906_mask.png', '174', '80', '215', '41']

['14-1907_mask.png', '174', '82', '215', '41']

['14-1908_mask.png', '174', '82', '215', '41']

['14-1909_mask.png', '176', '88', '217', '47']

['14-1910_mask.png', '174', '91', '215', '50']

['14-1911_mask.png', '174', '95', '215', '54']

['14-1912_mask.png', '174', '96', '215', '54']

['14-1913_mask.png', '170', '98', '211', '56']

['14-1914_mask.png', '170', '105', '211', '60']

['14-1915_mask.png', '170', '112', '211', '67']

['14-1916_mask.png', '166', '119', '216', '67']

['14-1917_mask.png', '167', '123', '216', '70']

['14-1918_mask.png', '166', '127', '215', '74']

['14-1919_mask.png', '164', '132', '214', '80']

['14-1920_mask.png', '163', '135', '212', '83']

['14-1921_mask.png', '161', '138', '210', '86']

['14-1922_mask.png', '159', '142', '209', '89']

['14-1923_mask.png', '159', '148', '209', '95']

['14-1924_mask.png', '157', '152', '207', '100']

['14-1925_mask.png', '155', '157', '205', '104']

['14-1926_mask.png', '155', '161', '205', '108']

['14-1927_mask.png', '152', '165', '202', '112']

['14-1928_mask.png', '152', '172', '202', '119']

['14-1929_mask.png', '152', '178', '202', '125']

['14-1930_mask.png', '151', '184', '200', '131']

['14-1931_mask.png', '148', '191', '198', '138']

['14-1932_mask.png', '148', '198', '197', '146']

['14-1933_mask.png', '146', '206', '196', '153']

['14-1934_mask.png', '142', '214', '196', '162']

['14-1935_mask.png', '140', '221', '194', '168']

['14-1936_mask.png', '140', '226', '195', '170']

['14-1937_mask.png', '138', '231', '194', '172']

['14-1938_mask.png', '138', '235', '194', '176']

['14-1939_mask.png', '138', '238', '194', '180']

['14-1940_mask.png', '138', '243', '194', '184']

['14-1941_mask.png', '137', '246', '193', '188']

['14-1942_mask.png', '137', '249', '193', '191']

['14-1943_mask.png', '137', '253', '193', '194']

['14-1944_mask.png', '137', '255', '193', '196']

['14-1945_mask.png', '137', '260', '193', '201']

['14-1946_mask.png', '137', '264', '193', '207']

['14-1947_mask.png', '137', '268', '193', '212']

['14-1948_mask.png', '136', '273', '192', '217']

['14-1949_mask.png', '136', '276', '192', '222']

['14-1950_mask.png', '135', '282', '192', '227']

['14-1951_mask.png', '135', '284', '192', '233']

['14-1952_mask.png', '135', '286', '191', '235']

['14-1953_mask.png', '133', '286', '192', '248']

['14-1954_mask.png', '133', '286', '192', '253']

['14-1955_mask.png', '131', '288', '189', '260']

['14-1956_mask.png', '129', '288', '188', '264']

['14-1957_mask.png', '129', '288', '186', '269']

['14-1958_mask.png', '129', '283', '171', '274']

['14-1959_mask.png', '129', '283', '171', '274']

['14-1960_mask.png', '129', '283', '185', '265']

['14-1961_mask.png', '123', '283', '185', '262']

['14-1962_mask.png', '123', '283', '185', '254']

['14-1963_mask.png', '124', '283', '188', '237']

['14-1964_mask.png', '120', '269', '191', '213']

['14-1965_mask.png', '116', '263', '191', '202']

['14-1966_mask.png', '116', '263', '191', '202']

['14-1967_mask.png', '116', '263', '191', '202']

['14-1968_mask.png', '118', '263', '192', '203']

['14-1969_mask.png', '118', '263', '192', '203']

['14-1970_mask.png', '118', '263', '192', '203']

['14-1971_mask.png', '117', '255', '192', '194']

['14-1972_mask.png', '119', '250', '193', '189']

['14-1973_mask.png', '118', '243', '196', '179']

['14-1974_mask.png', '118', '243', '196', '177']

['14-1975_mask.png', '116', '243', '196', '175']

['14-1976_mask.png', '119', '241', '198', '173']

['14-1977_mask.png', '124', '241', '204', '172']

['14-1978_mask.png', '124', '246', '204', '178']

['14-1979_mask.png', '126', '248', '206', '180']

['14-1980_mask.png', '127', '247', '206', '178']

['14-1981_mask.png', '126', '245', '209', '173']

['14-1982_mask.png', '129', '238', '212', '167']

['14-1983_mask.png', '132', '233', '214', '164']

['14-1984_mask.png', '131', '227', '215', '157']

['14-1985_mask.png', '134', '224', '218', '152']

['14-1986_mask.png', '134', '223', '217', '151']

['14-1987_mask.png', '135', '221', '219', '147']

['14-1988_mask.png', '138', '220', '221', '146']

['14-1989_mask.png', '139', '217', '222', '144']

['14-1990_mask.png', '139', '217', '222', '144']

['14-1991_mask.png', '140', '216', '224', '142']

['14-1992_mask.png', '142', '215', '226', '141']

['14-1993_mask.png', '143', '214', '227', '141']

['14-1994_mask.png', '147', '212', '229', '139']

['14-1995_mask.png', '147', '212', '229', '139']

['14-1996_mask.png', '151', '212', '233', '139']

['14-1997_mask.png', '156', '211', '233', '140']

['14-1998_mask.png', '159', '211', '238', '138']

['14-1999_mask.png', '167', '208', '245', '138']

['14-2000_mask.png', '173', '208', '251', '137']

['14-2001_mask.png', '179', '212', '258', '140']

['14-2002_mask.png', '187', '213', '264', '142']

['14-2003_mask.png', '186', '210', '263', '141']

['14-2004_mask.png', '194', '202', '271', '133']

['14-2005_mask.png', '209', '189', '281', '117']

['14-2006_mask.png', '222', '178', '290', '106']

['14-2007_mask.png', '232', '165', '300', '93']

['14-2008_mask.png', '241', '153', '305', '81']

['14-2009_mask.png', '247', '142', '310', '68']

['14-2010_mask.png', '248', '135', '311', '61']

['14-2011_mask.png', '250', '124', '310', '52']

['14-2012_mask.png', '250', '114', '310', '41']

['14-2013_mask.png', '247', '108', '306', '36']

['14-2014_mask.png', '244', '96', '304', '26']

['14-2015_mask.png', '243', '91', '299', '21']

['14-2016_mask.png', '242', '86', '295', '18']

['14-2017_mask.png', '234', '83', '292', '15']

['14-2018_mask.png', '233', '81', '291', '12']

['14-2019_mask.png', '229', '81', '288', '12']

['14-2020_mask.png', '227', '81', '286', '15']

['14-2021_mask.png', '223', '81', '282', '15']

['14-2022_mask.png', '216', '85', '280', '14']

['14-2023_mask.png', '207', '86', '274', '14']

['14-2024_mask.png', '193', '77', '267', '13']

['14-2025_mask.png', '188', '76', '261', '13']

['14-2026_mask.png', '182', '73', '253', '14']

['14-2027_mask.png', '181', '68', '257', '11']

['14-2028_mask.png', '181', '65', '254', '10']

['14-2029_mask.png', '181', '64', '254', '10']

['14-2030_mask.png', '181', '62', '254', '10']

['14-2031_mask.png', '184', '59', '251', '10']

['14-2032_mask.png', '186', '55', '250', '10']

['14-2033_mask.png', '186', '55', '250', '10']

['14-2034_mask.png', '186', '55', '250', '10']

['14-2035_mask.png', '186', '55', '250', '10']

['14-2036_mask.png', '186', '55', '250', '10']

['14-2037_mask.png', '186', '55', '250', '10']

['14-2038_mask.png', '186', '55', '250', '10']

['14-2039_mask.png', '190', '31', '229', '13']

['14-2040_mask.png', '164', '50', '227', '11']

['14-2041_mask.png', '164', '54', '221', '11']

['14-2042_mask.png', '164', '62', '221', '11']

['14-2043_mask.png', '165', '75', '216', '16']

['14-2044_mask.png', '163', '81', '214', '20']

['14-2045_mask.png', '159', '90', '212', '28']

['14-2046_mask.png', '157', '95', '210', '32']

['14-2047_mask.png', '156', '101', '209', '38']

['14-2048_mask.png', '155', '107', '209', '43']

['14-2049_mask.png', '152', '111', '203', '52']

['14-2050_mask.png', '148', '119', '199', '59']

['14-2051_mask.png', '148', '119', '199', '65']

['14-2052_mask.png', '147', '127', '198', '70']

['14-2053_mask.png', '145', '134', '196', '76']

['14-2054_mask.png', '143', '137', '189', '85']

['14-2055_mask.png', '143', '141', '189', '89']

['14-2056_mask.png', '139', '146', '185', '95']

['14-2057_mask.png', '136', '149', '181', '98']

['14-2058_mask.png', '133', '155', '179', '104']

['14-2059_mask.png', '130', '158', '176', '107']

['14-2060_mask.png', '127', '161', '175', '111']

['15-0001_mask.png', '127', '161', '175', '111']

['15-0002_mask.png', '127', '161', '175', '111']

['15-0003_mask.png', '127', '161', '175', '111']

['15-0004_mask.png', '127', '161', '175', '111']

['15-0005_mask.png', '127', '161', '175', '111']

['15-0006_mask.png', '127', '161', '175', '111']

['15-0007_mask.png', '127', '161', '175', '111']

['15-0008_mask.png', '127', '161', '175', '111']

['15-0009_mask.png', '127', '161', '175', '111']

['15-0010_mask.png', '127', '161', '175', '111']

['15-0011_mask.png', '127', '161', '175', '111']

['15-0012_mask.png', '127', '161', '175', '111']

['15-0013_mask.png', '127', '161', '175', '111']

['15-0014_mask.png', '127', '161', '175', '111']

['15-0015_mask.png', '127', '161', '175', '111']

['15-0016_mask.png', '127', '161', '175', '111']

['15-0017_mask.png', '127', '161', '175', '111']

['15-0018_mask.png', '127', '161', '175', '111']

['15-0019_mask.png', '127', '161', '175', '111']

['15-0020_mask.png', '127', '161', '175', '111']

['15-0021_mask.png', '127', '161', '175', '111']

['15-0022_mask.png', '127', '161', '175', '111']

['15-0023_mask.png', '127', '161', '175', '111']

['15-0024_mask.png', '127', '161', '175', '111']

['15-0025_mask.png', '127', '161', '175', '111']

['15-0026_mask.png', '127', '161', '175', '111']

['15-0027_mask.png', '127', '161', '175', '111']

['15-0028_mask.png', '139', '285', '224', '247']

['15-0029_mask.png', '119', '282', '210', '245']

['15-0030_mask.png', '119', '282', '210', '245']

['15-0031_mask.png', '105', '284', '205', '241']

['15-0032_mask.png', '99', '284', '199', '239']

['15-0033_mask.png', '88', '286', '188', '241']

['15-0034_mask.png', '88', '286', '198', '243']

['15-0035_mask.png', '88', '282', '198', '240']

['15-0036_mask.png', '88', '282', '198', '239']

['15-0037_mask.png', '95', '284', '207', '235']

['15-0038_mask.png', '109', '281', '221', '234']

['15-0039_mask.png', '116', '279', '220', '232']

['15-0040_mask.png', '125', '278', '220', '232']

['15-0041_mask.png', '129', '274', '220', '230']

['15-0042_mask.png', '133', '272', '220', '230']

['15-0043_mask.png', '133', '268', '220', '227']

['15-0044_mask.png', '133', '267', '218', '226']

['15-0045_mask.png', '133', '266', '218', '221']

['15-0046_mask.png', '126', '259', '211', '216']

['15-0047_mask.png', '121', '250', '206', '211']

['15-0048_mask.png', '122', '251', '205', '207']

['15-0049_mask.png', '118', '247', '201', '203']

['15-0050_mask.png', '125', '243', '201', '202']

['15-0051_mask.png', '131', '240', '201', '202']

['15-0052_mask.png', '131', '240', '201', '202']

['15-0053_mask.png', '136', '236', '201', '202']

['15-0054_mask.png', '136', '236', '201', '202']

['15-0055_mask.png', '136', '236', '201', '202']

['15-0056_mask.png', '136', '236', '201', '202']

['15-0057_mask.png', '136', '236', '201', '202']

['15-0058_mask.png', '136', '236', '201', '202']

['15-0059_mask.png', '136', '236', '201', '202']

['15-0060_mask.png', '136', '236', '201', '202']

['15-0061_mask.png', '136', '236', '201', '202']

['15-0062_mask.png', '136', '236', '201', '202']

['15-0063_mask.png', '136', '236', '201', '202']

['15-0064_mask.png', '136', '236', '201', '202']

['15-0065_mask.png', '136', '236', '201', '202']

['15-0066_mask.png', '136', '236', '201', '202']

['15-0067_mask.png', '136', '236', '201', '202']

['15-0068_mask.png', '136', '236', '201', '202']

['15-0069_mask.png', '136', '236', '201', '202']

['15-0070_mask.png', '136', '236', '201', '202']

['15-0071_mask.png', '136', '236', '201', '202']

['15-0072_mask.png', '136', '236', '201', '202']

['15-0073_mask.png', '136', '236', '201', '202']

['15-0074_mask.png', '136', '236', '201', '202']

['15-0075_mask.png', '136', '236', '201', '202']

['15-0076_mask.png', '136', '236', '201', '202']

['15-0077_mask.png', '136', '236', '201', '202']

['15-0078_mask.png', '136', '236', '201', '202']

['15-0079_mask.png', '136', '236', '201', '202']

['15-0080_mask.png', '136', '236', '201', '202']

['15-0081_mask.png', '136', '236', '201', '202']

['15-0082_mask.png', '136', '236', '201', '202']

['15-0083_mask.png', '136', '236', '201', '202']

['15-0084_mask.png', '136', '236', '201', '202']

['15-0085_mask.png', '136', '236', '201', '202']

['15-0086_mask.png', '136', '236', '201', '202']

['15-0087_mask.png', '136', '236', '201', '202']

['15-0088_mask.png', '136', '236', '201', '202']

['15-0089_mask.png', '136', '236', '201', '202']

['15-0090_mask.png', '136', '236', '201', '202']

['15-0091_mask.png', '136', '236', '201', '202']

['15-0092_mask.png', '136', '236', '201', '202']

['15-0093_mask.png', '136', '236', '201', '202']

['15-0094_mask.png', '136', '236', '201', '202']

['15-0095_mask.png', '136', '236', '201', '202']

['15-0096_mask.png', '136', '236', '201', '202']

['15-0097_mask.png', '136', '236', '201', '202']

['15-0098_mask.png', '136', '236', '201', '202']

['15-0099_mask.png', '136', '236', '201', '202']

['15-0100_mask.png', '136', '236', '201', '202']

['15-0101_mask.png', '136', '236', '201', '202']

['15-0102_mask.png', '136', '236', '201', '202']

['15-0103_mask.png', '136', '236', '201', '202']

['15-0104_mask.png', '136', '236', '201', '202']

['15-0105_mask.png', '136', '236', '201', '202']

['15-0106_mask.png', '117', '25', '135', '15']

['15-0107_mask.png', '100', '24', '138', '13']

['15-0108_mask.png', '100', '27', '143', '13']

['15-0109_mask.png', '104', '30', '149', '13']

['15-0110_mask.png', '109', '32', '155', '13']

['15-0111_mask.png', '112', '38', '160', '12']

['15-0112_mask.png', '117', '43', '166', '13']

['15-0113_mask.png', '121', '48', '169', '18']

['15-0114_mask.png', '129', '57', '178', '24']

['15-0115_mask.png', '135', '65', '184', '31']

['15-0116_mask.png', '138', '75', '186', '35']

['15-0117_mask.png', '140', '81', '192', '40']

['15-0118_mask.png', '145', '84', '197', '43']

['15-0119_mask.png', '149', '89', '198', '51']

['15-0120_mask.png', '153', '95', '204', '53']

['15-0121_mask.png', '162', '103', '213', '63']

['15-0122_mask.png', '162', '107', '212', '67']

['15-0123_mask.png', '168', '109', '222', '65']

['15-0124_mask.png', '168', '112', '222', '66']

['15-0125_mask.png', '168', '112', '222', '66']

['15-0126_mask.png', '166', '112', '221', '65']

['15-0127_mask.png', '164', '111', '221', '62']

['15-0128_mask.png', '161', '106', '218', '58']

['15-0129_mask.png', '154', '100', '212', '53']

['15-0130_mask.png', '147', '97', '208', '48']

['15-0131_mask.png', '144', '96', '208', '43']

['15-0132_mask.png', '139', '95', '206', '41']

['15-0133_mask.png', '136', '95', '206', '37']

['15-0134_mask.png', '136', '97', '207', '36']

['15-0135_mask.png', '134', '97', '209', '32']

['15-0136_mask.png', '134', '97', '209', '32']

['15-0137_mask.png', '135', '99', '214', '32']

['15-0138_mask.png', '141', '103', '223', '31']

['15-0139_mask.png', '152', '94', '232', '26']

['15-0140_mask.png', '166', '84', '229', '25']

['15-0141_mask.png', '178', '77', '245', '19']

['15-0142_mask.png', '183', '77', '242', '19']

['15-0143_mask.png', '189', '77', '248', '19']

['15-0144_mask.png', '192', '77', '251', '19']

['15-0145_mask.png', '196', '75', '250', '21']

['15-0146_mask.png', '196', '74', '250', '19']

['15-0147_mask.png', '192', '71', '246', '16']

['15-0148_mask.png', '192', '71', '246', '16']

['15-0149_mask.png', '178', '47', '217', '16']

['15-0150_mask.png', '178', '47', '217', '16']

['15-0151_mask.png', '175', '57', '216', '20']
